title,categories/keyword,author_tags
"the full-length genome characterization, genetic diversity and evolutionary analyses of senecavirus a isolated in thailand in 2016(article)","infection, genetics and evolution","['full-length genome', 'pigs', 'senecavirus a', 'thailand', 'protein vp1', 'protein vp2', 'protein vp3', 'protein vp4', 'virus rna', ""3' untranslated region"", ""5' untranslated region"", 'amino acid sequence', 'amino acid substitution', 'antigenicity', 'article', 'binding site', 'cell fusion', 'genetic recombination', 'genetic similarity', 'genetic variability', 'genome', 'hydrophilicity', 'hydrophobicity', 'molecular evolution', 'molecular phylogeny', 'nonhuman', 'nucleotide sequence', 'phylogenetic tree', 'picornaviridae', 'protein secondary structure', 'purifying selection', 'receptor binding', 'senecavirus a', 'sequence alignment', 'thailand', 'virus detection', 'virus isolation', 'animal', 'genetic variation', 'genetics', 'immunology', 'isolation and purification', 'mutation', 'phylogeny', 'phylogeography', 'picornaviridae', 'picornavirus infection', 'pig', 'swine disease', 'veterinary medicine', 'virology', 'virus genome', 'amino acid substitution', 'animals', 'evolution, molecular', 'genetic variation', 'genome, viral', 'mutation', 'phylogeny', 'phylogeography', 'picornaviridae', 'picornaviridae infections', 'rna, viral', 'swine', 'swine diseases', 'thailand']"
"mitoq supplementation prevent long-term impact of maternal smoking on renal development, oxidative stress and mitochondrial density in male mice offspring(article)(open access)",scientific reports,"[""10-(6'-ubiquinonyl)decyltriphenylphosphonium bromide"", 'advanced glycation end product receptor', 'autacoid', 'biological marker', 'organophosphorus compound', 'ubiquinone', 'adverse event', 'animal', 'dietary supplement', 'embryology', 'female', 'fluorescent antibody technique', 'kidney', 'male', 'maternal exposure', 'metabolism', 'mitochondrion', 'mouse', 'oxidative stress', 'pregnancy', 'prenatal exposure', 'signal transduction', 'smoking', 'animals', 'biomarkers', 'dietary supplements', 'female', 'fluorescent antibody technique', 'inflammation mediators', 'kidney', 'male', 'maternal exposure', 'mice', 'mitochondria', 'organophosphorus compounds', 'oxidative stress', 'pregnancy', 'prenatal exposure delayed effects', 'receptor for advanced glycation end products', 'signal transduction', 'smoking', 'ubiquinone']"
the immunopathogenic and immunomodulatory effects of interleukin-12 in periodontal disease(review)(open access),european journal of oral sciences,"['bone remodeling', 'immunomodulation', 'inflammation', 'interleukin-12', 'periodontal disease', 'interleukin 12', 'animal', 'cellular immunity', 'human', 'immunology', 'mouse', 'periodontal disease', 'periodontium', 'physiology', 'animals', 'humans', 'immunity, cellular', 'interleukin-12', 'mice', 'periodontal diseases', 'periodontium']"
cadmium removal from contaminated sediment using edta and dtpa with water hyacinth(article),international journal of environmental research,"['cadmium', 'dtpa', 'edta', 'phytoremediation', 'sediments', 'water hyacinth', 'aquatic plant', 'biological uptake', 'cadmium', 'dtpa', 'edta', 'ph', 'phytoremediation', 'sediment pollution', 'eichhornia crassipes']"
evapotranspiration and water yield of a pine-broadleaf forest are not altered by long-term atmospheric [co2] enrichment under native or enhanced soil fertility(article)(open access),global change biology,"['carbon dioxide', 'evapotranspiration', 'leaf area index', 'runoff', 'soil fertility', 'water budget', 'water yield', 'coniferophyta', 'pinus taeda', 'carbon dioxide', 'water', 'chemistry', 'ecosystem', 'evapotranspiration', 'forest', 'loblolly pine', 'metabolism', 'physiology', 'plant leaf', 'soil', 'carbon dioxide', 'ecosystem', 'forests', 'pinus taeda', 'plant leaves', 'plant transpiration', 'soil', 'water']"
hemocyanin of litopenaeus vannamei agglutinates vibrio parahaemolyticus ahpnd (vpahpnd) and neutralizes its toxin(article),developmental and comparative immunology,"['hemocyanin', 'shrimp immunity', 'toxin neutralization', 'vibrio parahaemolyticus ahpnd', 'hemocyanin', 'hemocyanin subunit l1', 'hemocyanin subunit l2', 'hemocyanin subunit l3', 'hemocyanin subunit l4', 'unclassified drug', 'antiinfective agent', 'arthropod protein', 'bacterial toxin', 'hemocyanin', 'acute hepatopancreatic necrosis disease', 'animal experiment', 'animal tissue', 'article', 'controlled study', 'crustacean disease', 'developmental stage', 'down regulation', 'gene', 'gene expression', 'gene identification', 'gene library', 'hepatopancreas', 'hmc gene', 'litopenaeus vannamei', 'mortality', 'nonhuman', 'priority journal', 'protein expression', 'suppression subtractive hybridization', 'upregulation', 'vibrio parahaemolyticus', 'vibrio parahaemolyticus infection', 'animal', 'animal disease', 'antigen antibody reaction', 'hemolymph', 'immunology', 'innate immunity', 'metabolism', 'microbiology', 'necrosis', 'pathology', 'penaeidae', 'shellfish', 'vibrio parahaemolyticus', 'vibriosis', 'agglutination', 'animal diseases', 'animals', 'anti-bacterial agents', 'arthropod proteins', 'bacterial toxins', 'hemocyanins', 'hemolymph', 'hepatopancreas', 'immunity, innate', 'necrosis', 'penaeidae', 'shellfish', 'vibrio infections', 'vibrio parahaemolyticus']"
fluorogenic pna probes(review)(open access),beilstein journal of organic chemistry,"['dna', 'fluorescence', 'molecular beacons', 'molecular probes', 'oligonucelotides', 'rna']"
synthesis and characterization of mixed rare earths hydroxide catalyst(conference paper),materials science forum,"['co-precipitation and rare earths', 'heterogeneous catalyst', 'cerium', 'cerium compounds', 'coprecipitation', 'energy dispersive spectroscopy', 'nanotechnology', 'rare earths', 'scanning electron microscopy', 'sodium hydroxide', 'x ray diffraction', 'energy dispersive x ray spectroscopy', 'heterogeneous catalyst', 'lanthanum (la)', 'mixed rare earth', 'neodymiums (nd)', 'sem-eds', 'synthesis and characterizations', 'x ray fluorescence', 'catalysts']"
evidence for the associated production of a single top quark and a photon in proton-proton collisions at s =13 tev(article)(open access),physical review letters,"['germanium compounds', 'tellurium compounds', 'branching fractions', 'hadronization', 'integrated luminosity', 'isolated photons', 'proton proton collisions', 'standard deviation', 'the standard model', 'transverse momenta', 'photons']"
active packaging from chitosan-titanium dioxide nanocomposite film for prolonging storage life of tomato fruit(article),international journal of biological macromolecules,"['active packaging', 'climacteric fruit', 'ethylene scavenging', 'nanocomposite', 'photocatalyst', 'ascorbic acid', 'carbon dioxide', 'chitosan', 'ethylene', 'lycopene', 'nanocomposite', 'titanium dioxide nanoparticle', 'ascorbic acid', 'carbon dioxide', 'chitosan', 'ethylene', 'ethylene derivative', 'nanocomposite', 'titanium', 'titanium dioxide', 'article', 'biochemical composition', 'body weight loss', 'chemical procedures', 'cherry', 'classification', 'color', 'controlled study', 'feasibility study', 'food packaging', 'food quality', 'food storage', 'fruit ripening', 'light exposure', 'nonhuman', 'particle size', 'photodegradation', 'physical parameters', 'quality control', 'shelf life', 'storage temperature', 'synthesis', 'tomato', 'ultraviolet radiation', 'chemistry', 'drug effect', 'food packaging', 'food preservation', 'tomato', 'ascorbic acid', 'carbon dioxide', 'chitosan', 'ethylenes', 'food packaging', 'food preservation', 'food storage', 'lycopersicon esculentum', 'nanocomposites', 'titanium']"
the phenomenology of supernatural belief: the ravenous spirit (phii pob) belief tradition in contemporary northeast thailand(article),asian ethnology,"['folk beliefs', 'northeast thailand', 'ravenous spirit belief tradition', 'supernatural beliefs', 'thai folklore']"
cave associated infection: an issue in tropical medicine(letter)(open access),journal of health science and medical research,"['cave', 'infection', 'medicine']"
preparations for old age and well-being in later life in thailand: gender matters?(article),journal of applied gerontology,"['financial satisfaction', 'gender', 'health', 'life satisfaction', 'reflexive retirement planning', 'adult', 'aged', 'article', 'cohort analysis', 'daily life activity', 'education', 'female', 'financial management', 'gender', 'household', 'human', 'life satisfaction', 'male', 'marriage', 'personal income', 'retirement', 'satisfaction', 'sex difference', 'social participation', 'social stratification', 'very elderly', 'wellbeing', 'caregiver', 'demography', 'disabled person', 'health status', 'income', 'middle aged', 'quality of life', 'questionnaire', 'religion', 'sex factor', 'social class', 'thailand', 'aged', 'aged, 80 and over', 'caregivers', 'disabled persons', 'female', 'health status', 'humans', 'income', 'male', 'middle aged', 'personal satisfaction', 'quality of life', 'residence characteristics', 'sex factors', 'social class', 'spirituality', 'surveys and questionnaires', 'thailand']"
the expression of kisspeptin and its receptor in the domestic cat ovary and uterus in different stages of the ovarian cycle(article),theriogenology,"['felids', 'kiss1', 'kiss1r', 'kiss1 receptor', 'kisspeptin', 'animal', 'cat', 'dog', 'estrus cycle', 'female', 'immunohistochemistry', 'metabolism', 'ovary', 'rat', 'uterus', 'animals', 'cats', 'dogs', 'estrous cycle', 'female', 'immunohistochemistry', 'kisspeptins', 'ovary', 'rats', 'receptors, kisspeptin-1', 'uterus']"
proteome-wide identification of epitope-based vaccine candidates against multi-drug resistant proteus mirabilis(article),biologicals,"['epitope', 'fimbriae', 'proteus mirabilis', 'urinary tract infection', 'vaccine', 'atfc protein', 'epitope', 'outer membrane protein', 'pmi1466 protein', 'pmi2533 protein', 'proteome', 'unclassified drug', 'vaccine', 'bacterial vaccine', 'epitope', 'hla drb1 antigen', 'hla-drb1*01:01 antigen', 'outer membrane protein', 'proteome', 'allergenicity', 'antigenicity', 'article', 'b lymphocyte', 'bacterial growth', 'bacterial survival', 'bacterial virulence', 'extracellular matrix', 'immune response', 'molecular docking', 'multidrug resistance', 'nonhuman', 'outer membrane', 'priority journal', 'protein analysis', 'protein binding', 'protein localization', 'protein protein interaction', 'proteus mirabilis', 't lymphocyte', 'chemistry', 'human', 'immunology', 'proteus vulgaris', 'bacterial outer membrane proteins', 'bacterial vaccines', 'drug resistance, multiple, bacterial', 'epitopes', 'hla-drb1 chains', 'humans', 'molecular docking simulation', 'proteome', 'proteus vulgaris']"
stability enhancement of mulberry-extracted anthocyanin using alginate/chitosan microencapsulation for food supplement application(article)(open access),"artificial cells, nanomedicine and biotechnology","['alginate', 'anthocyanin', 'chitosan', 'controlled release', 'encapsulation', 'microcarrier', 'alginate', 'biochemistry', 'calcium', 'chitosan', 'chlorine compounds', 'encapsulation', 'gelation', 'plants (botany)', 'sodium alginate', 'alginate solutions', 'calcium alginate beads', 'chitosan solution', 'controlled release', 'encapsulation efficiency', 'gastric conditions', 'microcarriers', 'stability enhancement', 'anthocyanins', 'alginic acid', 'anthocyanin', 'calcium alginate', 'calcium chloride', 'chitosan', 'mulberry extract', 'alginic acid', 'anthocyanin', 'chitosan', 'glucuronic acid', 'hexuronic acid', 'plant extract', 'article', 'controlled drug release', 'dietary supplement', 'drug bioavailability', 'drug stability', 'gelation', 'intestine fluid', 'microencapsulation', 'microtechnology', 'mulberry', 'nonhuman', 'ph', 'spray drying', 'static electricity', 'stomach juice', 'chemistry', 'microcapsule', 'morus', 'alginates', 'anthocyanins', 'capsules', 'chitosan', 'dietary supplements', 'glucuronic acid', 'hexuronic acids', 'morus', 'plant extracts']"
